Tweet
please ganti nama jadi silambat yuk ganti kurir rekomendasi kurir rekomendasi paket nyampe atas hari semua
tanggung jawab kalian pemberitahuan jelas ganti eskpedisi kirim tanggal sept sampe tanggal sept posisi barang gerak
curiga memang sengaja kasih jalan tahun belakang banyak lepas padahal segmen udah wholeseller lebih efisien pick up sekaligus banyak bukan seller kecil
nama aja kau saking gw gratis ongkir klo mending gw pilih kurir masa barang h sejabodetabek sampe kadang hari gerak reguler rasa capedey
halo min baik fitur gratis ongkir guna hapus ulang kali alam buruk guna komplain guna sampe paket komplain gabisa
tugas kuliah gantung sama abang kurir halu baru pertama kali jajan e commerce koperasi kampus cuma tokped rada shock pas coba pake halu ko rasa paket beneran halu blm sampe rmh sampe skrng
problem untung tahu marketplace main cashflow kirim larut larut peluang lebih lama tahan cashflow makin lama kirim makin lama duit tahan jatuh brandingnya doang
kid kurir ngotak soal orang rumah minimal chat wa call lha masa kurir inisiatif bener banget mah
sama ngalamin kemarin kayak ngehindarin denda biaya ongkir jadi gratis lambat kirim tau telat ngirim barang pes nyampenya besok dapet notifikasi
mending jgn estimasi hari aja udah hampir minggu sampe
urusin dulu kurir kurir rekomendasi kalian banyak komplain tanggung jawab kirim paket ngga jelas seller sama buyer jadi repot jangan promosi mulu diutamain
mau tanya paket kirim halu via jkt tuju manado brp lama estimasi hari app tau nyata
ys padahal pake fitur gratis ongkir aja lot ketulungan
wah sama cek hari barang ngga gerak jakarta selatan cargo mungkin perlu review ulang kait jangan langgan pindah market platform krn lalai bagi jasa kirim
ganti nama jadi sisiput aja nggaaa paket sampe tracking jalan fitur bebas ongkir bikin milih ekspedisi biar gausah pake
paham notif gin order tgl sama jkt via nyampe sesuai tgl estimasi via kota malah stuck term kerja sama follow up min
kog tahan jasa kurir lot mau bangkrut macem jadi partner check out senin malam uda hari jumat nyantol jalan
barang invoice tgl sept pdhl jaksel tangsel alas over suruh tggu sdgkn order barang pake jg tgl tgl solusi
heloo pertama kali pake kurir rekomendasi biasa dapet sampe tangan tetep ngga ganti kurir ko ganti inti gimana nasib paket lewat batas pemgiriman
kata mobil balap merah kecaww
dk lama bgt memang kirim sidoarjo surabaya hari senin nyampe pilih free ongkir kurir otomatis pilih
timbang langgan mungkin banyak kecewa
ngalah ambil wae kak paket malah jakarta terus parah emang
aku samperin ekspedisi rumah nyata gara gara lgi banyak order masuk jdi paket kayak tunda data
akhir gmna paket gin status ubah ubah
dear seller mungkin waktu gausah pake ekspedisi barang langgan sampe dana kalian cair toko seller dapet bintang gegara kirim lamban
knpa udah mau lewat estimasi status resi gin gin aja cc
knpa hari beres cc
beli barang pakai gratis ongkos kirim nyata zonk gratis malah pakai alhasil barang padahal ekspedisi sering kena komplain customer malah beri slot gratis ongkos kirim kepuasanpelangganyangutama
terimakasih banyak paket hari nyampe semua semua ada mantap sangat puas poko
kasus sama wkwkwk
halo blh minta bantu kena kirim barang dihub sama sekali baik chat telp barang blm d pick up dg info aju pdhl nunggu dsruh info selesai dg buyer
jadi kerja sama kurir banyak masalah komplain konsumen soal tepat waktu molor banyak remeh beli perlu perhati brengsek kurir
akhir jne tetap lebih baik ketimbang kurir baru macam jnt anteraja kali beli barang online shop kaya shopee kalau barang ngga butuh pakai gratis ongkir tp butuh rogoh saku sedikit pake jne
wahyu seller benar kena dampak lambat kirim uang beli jadi tahan lebih lama kalau misal beli segera selesai transaksi tahan lebih lama
wahyu mungkin perhati keluh seller sangat rugi depan pilih kerjasama kurir murah jadi murah tangan rugi beli brg tsb lekas pakai
udah hari tweet tp direspon ama resi kunjung pdhl dipick up tgl sep udah kesel banget colek
bantu kirim paket pake best beli tanggal sampe skrng stuck jakarta masalah tu barang mau pakai
jasa kurir paket no resi lalu beli segera kirim sdh mggu lebih tahan jakarta timur tgl sept kontak cs solusi terimakasih
pilih bebas ongkirnya cuma sama anteraja both trouble trus aku jualane kudu piye
jangan pake gratis ongkir om kalau mau ekspedisi kalau pake gratis ongkir pilih cuma anter aja tentu bukan seller pihak
baca kendala kirim anteraja jne emang apa
aku aneh aku tanya beli kata barang udah terima status kirim sekarang uda hari lebih ubah dana caer kata tunggu konfirmasi aku coba contact cs lewat mana direspon sama bot
aahhh layan parah banget sekarang kurir model mending jangan dipake lah nama doang nama doang ekpres taik
emang ekspedisi mitra isi masalah aja anteraja
tau tiba tiba kurir sap nelpon mau anter paket udah minggu lebih sampe bogor jaktim
putus kontrak sama entaraja gt gt gt gt gt
paket w udah hari stuck
minta blokir as their shipment vendor paling bener
sama bobrok paket aja jogja pamekasan butuh hari buat nyampe gara tahan tempat padahal dulu semua e commerce pilih kurir banyak kek jne jnt sekarang sama antaraja
pilihin anteraja paling enak pake selalu pas waktu anteraja lambat bangets
jelas konfirmasi apa kendala apa sebenernya slow respon paket udah telat minggu masa suruh tunggu hari kece deteksi sistem paket sampe narikin fee transaksi aja jago
belanja mamang tiap iklan jargon gratis ongkir oke gaspol sampe bas juta akhir mana paket jelas semua paket stuck sortation kota biasa aja lancar sampe rumah gw skrg bgt
cuma mitos bosen belanja lewat kalau pakai kurir jamin komplain biasa pakai ekspedisi cuma hari max hari kalau pake siput hari lah timbang terimakasih
siang beneran ambil sendiri apa aja perlu tunjuk soal ikut issue chaos jadi kawatir order lalu
dear jasa ekspedisi benar bnyk keluh cust brng telat bahkan hilang status lama terupdate mohon lah direview kerja partner expedisinya memang asuransi cover tp tetap rugi pihak cust n seller
mending pake paxel gosend bayar mahal cepet sampe banding pake sama entaraja sayang banyak seller pake paxel
palak sama kurir cod ditrima ngamok gilir udah bayar lelet kali kirim
pol udah langgan plus padahal barang keluar jakarta aja butuh hari kerja geezzz
fitur nilai jasa kirim belakang lama banget kirim paket stuck hari hari
baik henti kerjasama pesan barang tgl tgl status tunggu kurir padahal bayar ongkir reguler bukan gratis ongkir
harus segera bikin evaluasi kerja paket stuck hari hari kota tuju
halo bagaimana selesai kirim paket lewat panjang waktu
cek dm paket sampe cek stuck hampir minggu lebih
laku beli tanggal agustus sekarang paket bom no resi segera proses
hari hari dana beli barang jual entah ada demo chat jawab kemarin hari jawab tanggung jawab
saran buat jangan pakai buat jasa ekspedisi gratis ongkirnya barang hari minggu gerak sortation padahal ngirimnya satu kota
barusan co dapat kurir auto cancel order sorry seller mending seller pake free ong males bgt lama banyak masalah
paling sebel beli online trus kirim pake karna lama banget nyampenya pilih cuma tolong bantu paket guaaa
beli barang harus tanggal september sampe sekarang blm nongol jg beli via pake jasa kirim udh komplain tanggal blm jg jelas minta refund aja udh lanjur beli offline tokped banget
iyak rif efek kurang kurir kaya
oalah kendala sicepatnya yak bakal lari semua langgan kalau dah begini
nyangkut rif umum toped gw paket nyangkut atu
sen anter pake sejak september hari blm kirim kota minggu
ukur onbgkir pondok bambu jaktim kalibata jauh kota wahana aja cuma rb jne rb bisa nyangkut emang tol
balik sebenernya udah nyerah pake udah hapus ekspedisi list muncul kurir rekomendasi aktif kurir rekomendasi pihak lalu notification udah gila
dateng gudang langsung
please ambil sikap jadi guna aplikasi rasa rugi mitra kurir lambat kirim barang harus kasih pinalti bila perlu kena sanksi kick mitra kurir
masalah ekspedisi banyak sekali sadar diri ngga pakai nyusahin jual beli sekaligus cari cari program buat larisin guna dalih program kurir pilih program todong
penasaran ngirim barang aku tanya jawab memang kendala operasional entah mogok kerja
mati ekspedisi pilih ekspedisi olshop ngga kapok cari cari cara program kurir rekomendasi pernah sama sekali centang kurir rekomendasi halaman pilih kirim tiba tiba aktif sendiri
kapok kapok kerja bareng ekspedisi masalah sekongkol benar benar marah kecewa
sama brengsek lah barang udah gw bayar amp langsung proses sama jual hari sama udah minggu lebih barang sampe hari tiba status udah selesai pihak padahal gw terima barang percuma jg komplain via aplikasi
sama delay paket lom dateng
gosah kerja sama dgn gembel lambreta paket hari gerak gudang sleman padhal barang penting mau segera dipake
belanja amp paket sept tdk kabar pesan akhir paket keluar jakarta timur jakarta sortation paket blm wa tdk balas telepon tdk jawab
block stop jadi kurir rekomendasi masa kirim tangerang pondok aren seminfgu sampe tau gitu gw anter sendiri jancok
pilih gratis ongkir pilih kak beli non e commerce kirim pakai tik paxel alhamdulillah aman moga aja kirim aman
betul paket udah lebih minggu stuck aja situ
bantu paket gerak sejak tanggal no resi
dheophe sama tanggal tanggal sortir jaktim update update
dheophe jangan pernah percaya silambat expres
beli barang pake reguler kirim jakut k jaksel tgl sekarang kabar kacau
afiliasi ekspedisi kirim barang
min kirim via tunda solusi langgan sabar tunggu apdet rajin cek progress kirim
huwaa kakaa aku diarahin aju komplain sama care tp blm proses barangkali kakak aju komplain jg moga tindak lanjut
sama kak udh andal shopee toped lgsg aku nonaktif layan minggu paket masalah antara hilang lain lebih hari terima
seller bayar buyer ganti win win solution tanggung jawab
akhir dana dikembaliin
tanggal sept sampe sekarang status tempat sortir coba komplain respon sama sekali pihak amp fungsi fitur kurir rekomendasi apa
sumpah gw sama sama jkt padahal
gilee dah beli barang gratis ongkir pake tanggal sept sampe hari sampe sampe dah mending bayar
nunggu paket estimasi tanggal september ekspedisi tanggal gin kolom komen ig dimatiin bukan koreksi salah malah lari masalah
sen tgl mulai kirim tgl sampe tgl nyampe harus reguler brp lama luar biasa
sama bangettt kak aku punya jg stuck beli tanggal trus brenti tanggal trus tangal oper jnt hahaa cuma paket toped neh nyangkut lama bener gtau gimana kabar sekarang
hadeeh jadi dear buat pesan tgl sept estimasi tgl september tp september status paket blm ubah blm bagaimana tindak lanjut
hari sabtu minggu mau pickup lebih baik regulasi seller libur hari ekspedisi tentu operasi
dulu paket sekarang lama
kapan kelar kontrak kirim harus kelar tgl sept smp hari diem aja googling banyak masalah sama
gratis ongkir jan pake mah ekspedisi lama mending pake anteraja milih ekspedisi gitu loh capek bgt belanja tokped bikin lama ekspedisi
min baik dibanned
bisa hubung admin bilang gabisa ngantar kurir resign percuma bayar ongkir suruh ngambil sendiri jarak alamat tuju kantor betul betul kalian
halo admin update kirim nomor invoice inv mpl no resi minggu barang terima solusi bantu laku terima kasih belum
cs jnt dah sering maki maki twitter wkwkwk
komplain aja asuransi kirim kan
istighfar dah pake lama miris pen nages tiap jam cek track gitu aja tau gitu pake bebas ongkir sekali dah nyampenya sama lama gin
dammm belanja pake gratis ongkir tau kurir anjirrr gabisa ganti aja apa paket udah ilang paket tokped auto
paket ambil udah mau hari kurir malah bilang gagal pickup padahal kurir datang bagaimana
kecewa banget sama tokped anabul makan dateng dateng udh minggu terus pesan pas check udh selesai kacauuu kirim
saran kak ganti jasa kirim aja kak aju ganti aja kak klik gambar parah banget malah banyak akhir nyerahin paket kurir lanjut tutup aja toko kakak
saran kak ganti jasa kirim aja kak aju ganti aja kak klik gambar parah banget malah banyak akhir nyerahin paket kurir lanjut tutup aja toko kakak
ganti gratis ongkir barang minggu bom kabar sumpah mana pas dateng kondisi penyok balikin anteraja
min gimana tokped cara ganti ekspedisi mau pake malah otomatis pake terus soal sekarang lelet banget sampe minggu keburu busuk gudang dah barang
tambah ngeliat instagram ngetag pakai kurir rekomendasi udah reg kata alih jne jnt bener bener jelas
komplain nomer resi minggu update via
bener kapok udah pake harus review ekspedisi begini soal jadi batal beli jual bahaya min kalau sama ramehin aja
min minta investigasi sen barang pas nyampe pecah nerima org rumah sempat buat bukti paket lngsng bawa sama kurir
belanja dgn kurir sempat henti status lacak tgl sep trnyata tgl sep lanjut jne keren terimakasih moga
dear mohon timbang kerjasama dgn layan kirim paket udah mulai bener layan cs respon
kirim tanggal kurir rekomendasi mau kapan baru kirim semua pending tanggal sebut ini sebut kurir rekomendasi layan rugi beli jual
cek dm min paket tgl sept sampe skrg gaada kabar at least kasi jelas mana isi makan kering
hati kak salah sama
dear aku nulis gatau hubung gimana cs doesn t help even at whatsapp aku beli barang tanggal sep proses amp pick up hari sama est besok sampe sama malang
hai min resi beli barang kirim sept estimasi sept sekarang sept gerak jakarta timur bagaimana nasib paket min
mana paket gw udah minggu lebih nyampe padahal tegal jakarta kasi sellernya bayar kalu selesai segera lah kurir demo demo aja tp paket kirim jangan ilang paket
dilema kak jual awal sabarin aja krn ikut layan gratis ongkir hari status hilang udahlah paksa nonaktifin capek banget komplen sejak akhir juli banyak telat
plis lah paket tgl sampe skrg jelas mending toko oren paling lama hari sampe mau minggu
padahal kurir pick up baik cepet pick up jalan bel sampe nunggu kalimalang ering kali kemarin disabarin status lost keknyah paksa aku tutup dulu layan
huhh beli item amp item kirim pake telat semua beres
ken kapok gimana yaaa udah enak belanja kurir rekomendasi kirim lambat
lama pake anteraja kirim akhir tiba tiba deteksi anteraja nyata kode booking amp jne nyata tambah sendiri pilih kurir rekomendasi
tread kronologi order barang lewat lewat order minggu datang traking tuju gimana
kalau shopee nonaktif buat or whatever shit is about to go down real quick
halo admin sbg mitra mau investigasi banyak kirim lalu banyak kirim padahal minggu lebih lama kyny banyak ngalamin sama bantu gimana lanjut putus mitra aja
ngajuin komplain via butuh hari kerja investigasi internal ngahahahaa
kurir rekomendasi bikin lieur dipickup antar jne dipickup anteraja antar jne
hi hepizen senang sekali bantu kakak senantiasa tingkat layan anteraja jangan lupa hubung kak lalu dm kakak kendala siap bantu kakak thanks yh
mending putus rekan aja sma drpd ngerugiin konsumen
bulan aja jangan nanggung
pernah belanja pakai kurir nyampe pas aku cek resi nyata tulis out gimana tau btw aku belanja lewat biasa kek gin
haduuuh pakeeet hari jumat bom nyampe nyampe satu provinsi loh
pesan jajan kering tanggal aug kirim depok pasming pakai dgn jasa skrng blm gilir pesan duduk laptop tanggal sept pakai jasa tgl sept udah anteraja udh liat benah
bingung soal bijak expedisi sengaja pilih benar nyata kirim via kurir darat haul estimasi hari minggu lebih jakarta to sumatera hadehh
investigasi hari td barusan d bls d pusat resolusi
jangan pake jasa kirim allah makan ati nunggunya jauh estimasi kan butuh barang sengaja udah beli jauh jauh hari malah keburu sama sekali pokok musuh bgt sama
kembali uang barang hilang ekspedisi jangan mau kalah sama shopee hey hey banyak korban nyata
ganti nama aja jadi silelet kirim stuck tgl heran updatean wa dibales ig tutup komen difollow up bales
anjing kau wa bales ig bales lapor bales kerja paket tgl sampe
woy udah tgl kirim stuck doang telpon cs mau alih kurir nama bukan silelet
pake buat rekan ekspedisi udh jelek kirim masa iya paket tahan tanggal sampe sekarang tanggal cs susah hubungin bikin kesel
bebas ongkir pakai bukan
gan mau tanya kirim status update
jg udah tau ngablu malah sistem bebas ongkirnya dipilihin paket gw udah minggu jelas
min help dulu min tara nda nerima paket keluar gimana min
min mending fokus selesai komplain paket nyampe kata kurir baik versi
hi dm tanya posisi paket sejak hari rabu september gera minta cek terima kasih
betul sekali kelas guna kurir selalu buat kecewa kayak kurir aja
tuju banget alih toko belah dg kurir baik mrk cape gw bikin complain terus checkout
woi paket hari tasik pangandaran butuh jam dg kendara pribadi jadi kurir baik pilih
tuntut seller buyer hari cuma satu henti kerja sama biar makin kacau
halo min seller shopee beri informasi kait lambat alami antar paket daerah jabodetabek krn banyak sekali buyer complaint toko
pantesan kemarin sen next day datengmya minggu salut buat ngembaliin uang ongkir
mungkin nonaktifin dulu kirim paket pake kirim hambat sya jadi ragu pake bebas ongkir takut kirim lewat kemarin hari baru nyampe pdhal jakarta jakarta
bullshit bgt nyuruh chat via dm prcuma solusi sy chat via wa aja dijwb dng template muluk diphp in mlah prnh gala cs pas dtanya lah sinting lelet krm barang amp sdh lwt estimasi qt dsuruh nunggu cc
sedih banget emang mana susu anak
gimana nasib paket lewat min janji max tgl sampe help plis ri
order tgl september sampe sekarang tgl dateng dateng ngapain kira kira paket gudang
pikir pikir aja kalau mau pake kurir ngasih solusi tepat bilang bantu follow up bantu lapor pihak kurir hasil bener bener kecewa sama
ayo blokir aja korban cmn gw doang
kemarin aku beli samsung authorized store ekspedisi alhamdulillah aman buat free keyboardnya bantu claim sama csnya by wa estimasi hari sampenya
plis lah paket minggu jelas malah dapet kabar kantor ekspedisi daerah tempat tutup kabar malah maen lempar jua kabar resi lacak mana paket non cod
capek bgt protes biar stop dulu pake gratis ong udah mau hari barang sampe kirim planet mars apa gmn
admin lelet banget kalau kirim lelet udah biasa harap maklum enggak admin cs cepet responnya beli jadi lelet gara ekspedisi
henti belanja gara lot buang aja kurir aman aja
paket apa kabar yaa minggu jelas kata bawa kurir lah kata gudang lah seller sama aja gada follow up konsumen cari sendiri sbg langgan kecewa banget
benar sicepatekspedisi sungguh layak silambat benar kirim jne ekonomi kuar lain aman bagus toko henti ajah
min ulah min kasih paham
aku taumah antaraja swift wahana paling cpet antara sisana bapuq
gw bingung mau hub nomor cs tdk hubung nmr wa cs jawab robot paket stuck hr minggu mager gerak pdhl jaksel jaksel allah
halo kak evaluasi sy kirim barang tgl amp tgl sama jabodetabek sampe detik paket sampe lewat sla tentu sistem sy nonton aktif kurir
gimana komplain baru jalan kerja sekarang kalau kerja mending ngundurin diri jadi mitra
biasa kupon gratis ongkir kalau padahal bayar lebih barang gitu ken gratis ongkir alhasil seller kena imbas
paket neh woii nganternya pake kuda gerak ama aja ekspedisi begini tahan
please jangan pake nyusahin
emang susah kak asli chat nasehatin beli tiba tiba riview bintang kurir lama seller rating beli resek gitu moga aja buat olek section komen
krn guna aktif paham segala ekspedisi akun buyer toped dah member gold akun jual dah silver mulai aktif jual beli marketplace males gunain dah punya nama besar macam jne amp pos kalah jauh durasi paket tiba banding dulu
udah tau banyak masalah gratis ongkir malah kekeh pake klo mending milih ekspedisi
he sptnya justru lindung estimasi kirim biasa hari msh karesidenan kemarin jadi hari
halo atur kurir gratis ongkir baharu udah andal tambah ekspedisi aja masuk fitur gratis ongkir
gasih fitur kurir matiin jasa dlu sblm managemennya baik paket ngestuck sampe minggu update
opsi kirim waktu hapus baik beli jual
saran usah kerja sama dg musibah
mending putus kerjasama aja kurir gratis ongkirnya asli sampah bener minggu ngirim bekas jakarta bekas bekas sampe
sedikit paket punya sy blm klar paling lama kirim tgl agt order semua lewat pilih kurir alternatif klo lewat shopee sy bebas pilih ekspedisi
mantap betulll fyi
seperti pilih jasa biarpun gratis ongkir ubah jadwal tiba jauh ekspetasi kapok
jujur emang parah bgt lelet aja pake gratis ong padahal dulu pas pake aa parah lot
q jg klo dishopee sdh pernah pake tp klo ganti
balada gimana nich solusi tokopediaseller
gausah segala alesan dah jinggg ubah harus bijak sana jinggg lapor pihak shopee dlll kaya gin ngerugiin customer bangsat barang udah hari jinggg
win akhir beli salah
parah paket bekas jkt sdh hari pin aja bukan anter knp free ongkirnya aja pakai ganti expedisi
udh hampir thn prnh mau pake krna kapok paket minggu sampe pdhl cuma jakarta apes order kurir milih sendiri akh dapet nyata ubah paket aku udah minggu sampe
pake asuransi ganti trus push toped aja investigasi sm pihak topednya amp memang jelek knp tahan toped
ekspedisi kasih tau biar kirim pesan sesuai jadwal mandek semua
nama request pick up lewat app kemaren siang pagi jemput paket mending ganti nama jadi silambat baik nilai kurir ken gw kasih bintang sipaling
dear sistem sekarang kacau banget ekspedisi awal tau tau ganti jne udah lama banget jadi sampenya udah barang barang jadi ngga layak sampe rumah jangan rubah sistem
klik selesai toped proses klaim dana penting klik komplain
semangat ilang paket lewat buang waktu
wah kurang ajar banget
dear mimin aku belanja sdh mau minggu barang sampe pake ekspedisi bagaimana mimin ket tracking trakhir hari kamis stelah gmn layan
silambat aksi ngilangin paket orang sembarang lebih minggu lambat ekspedisi emang ternyaya banyak masalah saran gw kerja becus tutup aja btw jasa layan dibalikin kaya gin
seperti segera ambil tindak kena kasus rekan jasa kirim banyak keluh paket stuck tempat sortir sejak tgl agustus nurunin insight masyarakat buat belanja via marketplace
nunggu kirim paket order d nyata d ajak keliling jadebek
minto gmn masa postcard suga ak blm dateng v udah parah ni pake swift lama bgt ahh mending pke lebih cepet
beda e commerce beda maintenance gimana cepet bgt bal hari dah sampe shipping bekas tgl shopee tgl cuma tangsel bekas g sampe sampe apa gudang
positif thinking ae beli mkanan kucing d toko sepatu awkwkw
gimana boss tanggung jawab
apresiasi jasa paling penting selamat kerja sehat amp tunjang
halo kirim kali kirim kemaren anter rumah padahal udah cabang sekarang gatau nyusruk hari minggu kemaren ganti aja jadi silambat
hi kak maja neng dengernya tunggu order kakak ikut thanks raa
